,Name,Address,City,State,Postal Code,Telephone,Overall Niche Grade,Public Schools,Crime & Safety,Housing,Nightlife,Good for Families,Diversity,Jobs,Weather,Cost of Living,Health & Fitness,Outdoor Activities,Commute
510,Buffalo Wild Wings,193 Stonewood St,Downey,CA,90241,(562) 923-9464,B,B+,C,D+,A,B,A-,C,A,C-,A+,A,A-
511,Buffalo Wild Wings,1600 E Gonzales Rd,Oxnard,CA,93036,(805) 988-9464,B,C+,B-,D-,A,C+,A-,C,A+,D+,A+,A,A-
512,Buffalo Wild Wings,5677 Gosford Rd,Bakersfield,CA,93313,(661) 664-4550,B-,B,C,C+,A-,C+,A,C+,B-,C+,B+,C+,A-
513,Buffalo Wild Wings,11255 183rd St,Cerritos,CA,90703,(562) 865-9464,A,A+,C,C-,A-,A,A,B-,A,D+,A+,A,A-
514,Buffalo Wild Wings,7060 Hollywood Blvd,Los Angeles,CA,90028,(323) 466-1721,A,C,C,C,A+,C+,A,C,A+,C-,A+,A,A
515,Buffalo Wild Wings,26711 Aliso Creek Rd Ste 100b,Aliso Viejo,CA,92656,(949) 461-2652,A+,A+,B-,C+,B,A+,A,B,A,C-,A+,A,A-
516,Buffalo Wild Wings,20 City Blvd W Ste 901,Orange,CA,92868,(714) 939-9151,B+,C+,B-,D-,A,B-,A,C-,A,D+,A+,A,A
517,Buffalo Wild Wings,1000 S Fair Oaks Ave,Pasadena,CA,91105,(626) 993-6400,A+,B,C,C-,A,A-,A,B,A,D+,A+,A,A
518,Buffalo Wild Wings,1576 S Azusa Ave,City Of Industry,CA,91748,(626) 810-6479,A-,A-,C,C-,A,B,A,C+,A,D+,A+,A,A
519,Buffalo Wild Wings,6314 E Pacific Coast Hwy,Long Beach,CA,90803,(562) 493-3458,A,B,C,C-,A,B+,A-,B-,A,C-,A+,A,A-
520,Buffalo Wild Wings,7811 Edinger Ave,Huntington Beach,CA,92647,(714) 898-8300,A-,A-,B-,C-,A,B+,A,C+,A,D+,A+,A,A
521,Buffalo Wild Wings,555 Broadway,Chula Vista,CA,91910,(619) 407-6205,B+,A-,B-,C-,A,B,A,C-,A,C-,A+,A,A
522,Buffalo Wild Wings,3525 W Carson St Ste 163,Torrance,CA,90503,(310) 542-3400,A,A+,C,C-,A,A,A+,B-,A+,D+,A+,A,A-
523,Buffalo Wild Wings,4678 Daneland St,Lakewood,CA,90712,(562) 220-2760,B+,B,C,C-,A,B,A+,B-,A,C-,A,A,A-
524,Buffalo Wild Wings,254 Town Center Pkwy,Santee,CA,92071,(619) 596-4625,B+,A,B-,C,A-,B+,A-,C+,A-,C-,A+,A-,A-
525,Buffalo Wild Wings,3712 Dublin Blvd,Dublin,CA,94568,(925) 361-0447,A+,A+,C,C+,A,A,A,B+,A-,C-,A+,A,A
526,Buffalo Wild Wings,9810 NE Cascades Pkwy,Portland,OR,97220,(503) 281-0351,B+,C+,C,C-,A,B-,A,C+,B,C,A+,A,A
527,Buffalo Wild Wings,22849 NE Glisan St,Wood Village,OR,97060,(503) 328-9475,B,C,C,C,A,B-,A-,C+,B-,C+,A,A+,A
528,Buffalo Wild Wings,11995 SW Beaverton Hillsdale Hwy,Beaverton,OR,97005,(503) 352-9503,A,A,B,C-,A+,A-,A,C+,B+,C-,A+,A,A
529,Buffalo Wild Wings,8505 SW Tualatin Sherwood Rd,Tualatin,OR,97062,(503) 486-5295,A,A-,B,B-,A-,A,A-,B,B,C,A+,A+,A
530,Buffalo Wild Wings,1200 NE Broadway St Ste 20,Portland,OR,97232,(503) 432-8179,A+,A-,C,C+,A+,A-,B+,B,B,C-,A+,A,A
531,Buffalo Wild Wings,3892 Center St NE,Salem,OR,97301,(503) 967-6049,B+,C,B-,C-,A,B-,A,C,B,B-,A,A,A
532,Buffalo Wild Wings,1820 NW 9th St,Corvallis,OR,97330,(541) 207-3066,A+,A,B,C,A,A,B+,B-,B-,C,A+,A,A
533,Buffalo Wild Wings,2770 Gateway St,Springfield,OR,97477,(541) 393-6606,B+,C+,C+,C-,A,C+,B+,C,A+,C+,A,A-,A
534,Buffalo Wild Wings,1700 Delta Waters Rd,Medford,OR,97504,(541) 973-2189,B+,B-,C+,C-,A-,B-,B,B-,B+,C,A,A-,A
535,Buffalo Wild Wings,327 SW Morrison St,Portland,OR,97204,(503) 224-1309,B,A,C,D,A,C,NG,D-,B,C+,A+,A+,A-
536,Buffalo Wild Wings,2219 NW Allie Ave Ste 1440,Hillsboro,OR,97124,(503) 645-9424,A,B,B,B-,A,A,A,B+,B,C+,A+,A,A
537,Buffalo Wild Wings,2099 Interchange Rd,Erie,PA,16509,(814) 868-9464,A-,B,C+,B+,A,B+,B-,B+,C+,B,B+,B,A-
538,Buffalo Wild Wings,970 E Pittsburgh St,Greensburg,PA,15601,(724) 850-9464,A-,B+,B,B+,A,A-,B-,B+,C,B,A-,B+,A-
539,Buffalo Wild Wings,9701 Roosevelt Blvd,Philadelphia,PA,19114,(215) 552-0025,B,C-,C-,C,A-,C+,A-,C+,B-,B-,A-,A,A-
540,Buffalo Wild Wings,103 Quarry Rd,Downingtown,PA,19335,(610) 269-1157,A+,A,B,B,A-,A+,B,A-,C+,C+,A,A,A-
541,Buffalo Wild Wings,20215 Route 19 Unit 107,Cranberry Township,PA,16066,(724) 742-9464,A+,A-,A-,A,A-,A+,C+,A,C,B-,A,A-,B
542,Buffalo Wild Wings,2763 E Lincoln Hwy,Langhorne,PA,19047,(215) 946-2080,A,A-,B+,B-,A,A,B,B-,B-,C,A,A,A-
543,Buffalo Wild Wings,3798 Dryland Way,Easton,PA,18045,(610) 330-6950,A-,B,B,B-,A-,B+,B+,B+,C+,C+,B+,A-,A-
544,Buffalo Wild Wings,3469 William Penn Hwy,Pittsburgh,PA,15235,(412) 824-1720,A-,C,C+,B-,A,B,A,B,C,B,B+,B+,A-
545,Buffalo Wild Wings,9996 Mountain View Dr,West Mifflin,PA,15122,(412) 653-3460,B+,B-,C+,B,A-,B-,B,B,C+,B+,A,B+,A-
546,Buffalo Wild Wings,920 Baltimore Pike,Glen Mills,PA,19342,(484) 840-9150,A,A+,C+,C+,B-,A,B,B,B,C-,A,A,A-
547,Buffalo Wild Wings,81 Wilson Ave,Hanover,PA,17331,(717) 630-8056,B+,B+,C+,B-,A-,B+,B-,B,B-,B-,A-,A,A-
548,Buffalo Wild Wings,4600 Jonestown Rd,Harrisburg,PA,17109,(717) 526-6183,A-,B,C+,C+,A,B+,A,C+,B,B-,A-,A-,A-
549,Buffalo Wild Wings,105 N Northern Way,York,PA,17402,(717) 751-1712,A,A,C+,B,A,A-,B+,B+,B-,B-,A-,A-,A-
550,Buffalo Wild Wings,6385 Carlisle Pike,Mechanicsburg,PA,17050,(717) 697-2142,A+,A,A-,A-,B,A+,B,A-,B,B-,A,A-,A-
551,Buffalo Wild Wings,500 Grandview Crossing Dr,Gibsonia,PA,15044,(724) 443-2999,A-,A,C+,B+,A-,A-,C+,A-,C,B-,B+,C+,B+
552,Buffalo Wild Wings,6215 State Route 30,Greensburg,PA,15601,(724) 834-2867,A-,B+,B,B+,A,A-,B-,B+,C,B,A-,B+,A-
553,Buffalo Wild Wings,25 Liberty Ln,Williamsport,PA,17701,(570) 321-5613,B+,B+,B-,B-,A,B,B,C+,B+,B,A-,B,A
554,Buffalo Wild Wings,1225 Grape St,Whitehall,PA,18052,(610) 266-0527,B+,B+,B-,B-,A-,B+,A-,B,C+,B-,B+,A-,A-
555,Buffalo Wild Wings,2065 Fruitville Pike,Lancaster,PA,17601,(717) 553-5472,A,A,B,B,A-,A,B+,B+,B,B-,A,A,A-
556,Buffalo Wild Wings,3100 Shenango Valley Fwy,Hermitage,PA,16148,(724) 347-2013,A-,A-,B-,B+,A-,A-,B-,B+,C,B,B+,B+,B
557,Buffalo Wild Wings,100 Viewmont Mall,Scranton,PA,18508,(570) 344-9224,B-,C,B,C,A,B-,B+,C+,B-,B,B+,A,B+
558,Buffalo Wild Wings,50 Old Mill Blvd,Washington,PA,15301,(724) 225-1201,B+,B,B,B+,A-,B+,B-,B+,C,B+,A-,B+,B
559,Buffalo Wild Wings,1510 Egypt Rd,Phoenixville,PA,19460,(610) 676-0136,A+,A+,B,B+,A,A+,B,B+,B-,C+,A,A,A-
560,Buffalo Wild Wings,201 Easton Rd. Ste. 118,Warrington,PA,18976,(215) 343-2375,A,A+,B+,B,B,A+,B,B,B-,C,A,A,B
561,Buffalo Wild Wings,320 Town Center Dr,York,PA,17408,(717) 767-8984,B+,B+,C+,B,B,B,B-,B,B-,B-,B+,A-,A-
562,Buffalo Wild Wings,501 Marketplace Blvd,Selinsgrove,PA,17870,(570) 743-1402,A-,B+,B-,B+,A,B+,B-,A,B,B,B,A-,A-
563,Buffalo Wild Wings,540 Walker Rd,Chambersburg,PA,17201,(717) 261-0632,B+,B-,B-,C+,A,B,A-,B-,B,B-,A-,A-,A
564,Buffalo Wild Wings,1225 Whitehall Mall,Whitehall,PA,18052,(610) 266-0527,B+,B+,B-,B-,A-,B+,A-,B,C+,B-,B+,A-,A-
565,Buffalo Wild Wings,4600 Colonial Park Mall,Harrisburg,PA,17109,(717) 526-6183,A-,B,C+,C+,A,B+,A,C+,B,B-,A-,A-,A-
566,Buffalo Wild Wings,119 Indian Creek Dr,Wilkes Barre,PA,18702,(570) 820-7139,B+,C+,B-,C+,A,B,A-,B-,B-,B,B+,B+,A
567,Buffalo Wild Wings,913 Pearson Dr,Hudson,WI,54016,(715) 381-6531,A+,A,B+,A-,A,A+,C+,A,C,B,A-,A,A-
568,Buffalo Wild Wings,6544 Monona Dr,Monona,WI,53716,(608) 237-8686,A,B+,B-,B,A,A,B,B+,C,B,A,A,A
569,Buffalo Wild Wings,2635 N Mayfair Rd,Milwaukee,WI,53226,(414) 302-1900,A,A-,C-,B,A,A,B,B+,C+,B,A-,A,A
570,Buffalo Wild Wings,4612 Keystone Xing,Eau Claire,WI,54701,(715) 858-9453,A,A,B,B+,A,A,B,B+,C,B+,A-,A-,A
571,Buffalo Wild Wings,2929 Milton Ave,Janesville,WI,53545,(608) 741-9464,B+,B+,B-,B,A,B,B,B,C+,B+,B+,B-,A-
572,Buffalo Wild Wings,705 W Paradise Dr,West Bend,WI,53095,(262) 334-2999,A-,A-,A-,B,A-,A-,B-,A-,C+,B+,A-,B-,A-
573,Buffalo Wild Wings,240 E Towne Mall,Madison,WI,53704,(608) 268-0802,A+,B+,B-,B,A,A,A-,B,C,B,A,A,A
574,Buffalo Wild Wings,3201 E Calumet St,Appleton,WI,54915,(920) 733-9464,A+,A,A,A-,A,A+,B,A-,C,A-,A-,A,A-
575,Buffalo Wild Wings,2101 S Oneida St Ste 100,Green Bay,WI,54304,(920) 429-9464,A-,B+,B-,B,A,A-,B+,B,C,B+,A-,A-,A-
576,Buffalo Wild Wings,2950 S 108th St,Milwaukee,WI,53227,(414) 431-1100,B+,B-,C-,C,A,B-,B,B-,C+,B,A-,A-,A-
577,Buffalo Wild Wings,1123 N Water St,Milwaukee,WI,53202,(414) 277-0293,A,C-,C-,C,A+,B-,B+,B,C+,B-,A-,A,A
578,Buffalo Wild Wings,590 W Northshore Dr. N-145 Bayshore Town Center,Milwaukee,WI,53217,(262) 369-1600,A+,A+,C-,A-,A,A+,B,A-,C+,B-,A-,A-,A
579,Buffalo Wild Wings,1180 W Sunset Dr Ste 106,Waukesha,WI,53189,(262) 832-2999,A,A,A-,B+,A-,A+,B-,B+,C+,B,A,A,A-
580,Buffalo Wild Wings,5370 Us Highway 10 E Ste H,Stevens Point,WI,54482,(715) 344-3287,A-,A-,B+,A-,B+,A,C+,B,B-,A-,B,B+,A-
581,Buffalo Wild Wings,4601 W College Ave,Appleton,WI,54914,(920) 830-4169,A,A-,B,B+,A,A,B+,B+,C,B+,A-,A-,A-
582,Buffalo Wild Wings,3636 S 27th St,Milwaukee,WI,53221,(414) 755-0088,B,C-,C-,C,A-,B-,A,B-,C+,B,B-,A,A
583,Buffalo Wild Wings,789 University Ave,Madison,WI,53715,(608) 255-9464,A,A+,B-,C-,A+,A-,B-,C,C,C,A+,A,A+
584,Buffalo Wild Wings,500 S Koeller St,Oshkosh,WI,54902,(920) 426-8358,A-,A-,B,B+,A,A-,B-,B,C+,A-,B-,B+,A
585,Buffalo Wild Wings,16750 W Bluemound Rd Ste G,Brookfield,WI,53005,(262) 641-8956,A+,A+,A-,A,A-,A+,B-,A-,C+,B-,A,A,B+
586,Buffalo Wild Wings,5880 Durand Ave,Racine,WI,53406,(262) 598-0960,A-,C+,C+,B-,A-,B+,A-,B,B-,B+,A-,A,A-
587,Buffalo Wild Wings,4140 Harbor Town Ln,Manitowoc,WI,54220,(920) 652-9033,A-,A-,B,B,A-,B+,B,B,C+,A-,B+,B-,A-
588,Buffalo Wild Wings,7114 118th Ave,Kenosha,WI,53142,(262) 857-9992,A-,B+,B-,B,A,A,B+,B,B-,B+,A-,A-,A-
589,Buffalo Wild Wings,4005 State Road 28,Sheboygan Falls,WI,53085,(920) 458-1935,B+,B,B,B,A-,B,B-,B,C+,A-,B,B-,A-
590,Buffalo Wild Wings,6227 Mckee Rd,Fitchburg,WI,53719,(608) 268-0025,A+,A+,B-,A-,A,A+,A-,A-,C+,B,A+,A,A-
591,Buffalo Wild Wings,N96W17990 County Line Rd,Germantown,WI,53022,(262) 251-1780,A,A-,A-,B+,A-,A+,B-,A-,C+,B,B+,A-,A-
592,Buffalo Wild Wings,2747 Milwaukee Rd,Beloit,WI,53511,(608) 362-1520,B+,B,B-,B-,A,B+,A-,B-,C+,B+,B+,A-,A-
593,Buffalo Wild Wings,2394 Costco Way,Green Bay,WI,54311,(920) 468-5251,A-,A-,B-,B,A-,A-,B,B+,C,B+,B+,A-,A-
594,Buffalo Wild Wings,15306 W Beloit Rd,New Berlin,WI,53151,(262) 432-0100,A,A-,A-,B+,A-,A,B-,A-,C+,B,A,A,B+
595,Buffalo Wild Wings,1819 Stewart Ave,Wausau,WI,54401,(715) 845-9464,A,A-,B,B+,A,A,B,B,C,B+,A-,B+,A-
596,Buffalo Wild Wings,1273 Capitol Dr,Pewaukee,WI,53072,(262) 695-3900,A+,A+,A-,B+,A-,A+,B-,B+,C+,B,A,A-,A-
597,Buffalo Wild Wings,320 Adams Dr,Weatherford,TX,76086,(817) 598-0432,B+,B+,B,B,B+,B+,B+,A-,B+,B+,B+,C+,B+
598,Buffalo Wild Wings,4325 Franklin Ave,Waco,TX,76710,(254) 751-9696,A-,C+,C+,B-,A,B,A,B+,A,B+,A-,B+,A-
599,Buffalo Wild Wings,19075 Interstate 45 S Ste 100,Shenandoah,TX,77385,(936) 273-7777,A,A,C+,A,A-,A,A-,A,B+,B,A-,B+,B
600,Buffalo Wild Wings,2017 S Main St,Keller,TX,76248,(817) 741-9464,A+,A+,C+,A-,A-,A+,B,A+,A-,B-,A,B-,B+
601,Buffalo Wild Wings,115 SW Loop 410,San Antonio,TX,78245,(210) 523-9464,B+,A-,C,B+,A-,B+,A-,B+,B+,B+,A-,C+,B
602,Buffalo Wild Wings,17195 State Highway 249 Ste 4a,Houston,TX,77064,(281) 955-7800,A,A,C-,B+,A,A,A+,A,B+,B,A,A-,A-
603,Buffalo Wild Wings,903 University Dr E,College Station,TX,77840,(979) 691-8453,A,A+,B-,C-,A,A-,B,C+,A-,C+,A,A-,A
604,Buffalo Wild Wings,5908 Quebec St,Fort Worth,TX,76135,(817) 237-0098,B+,C+,C+,B-,A-,B,A,B+,A-,B+,A-,B-,B+
605,Buffalo Wild Wings,2948 Interstate 45 N,Conroe,TX,77303,(936) 760-9995,B,B+,C+,B+,B,B,A-,B+,B+,B+,B-,C+,B+
606,Buffalo Wild Wings,4241 N Grandview Ave,Odessa,TX,79762,(432) 366-9453,A-,C,C,B,A,B,A,A+,B+,B+,B+,B,A-
607,Buffalo Wild Wings,1909 W Expressway 83,Weslaco,TX,78596,(956) 968-3596,B,C+,B-,B,A-,B-,B-,B,B+,A-,A-,C,B
608,Buffalo Wild Wings,5416 S Coulter St,Amarillo,TX,79119,(806) 359-4386,A-,A,A-,A-,B,A-,B,A+,B+,B,A-,D,C+
609,Buffalo Wild Wings,5125 N President George Bush Hwy Ste 100,Garland,TX,75040,(972) 414-2999,A-,B+,C,B,B,A-,A+,B,A-,B,B+,B+,A-
610,Buffalo Wild Wings,1525 William D Tate Ave,Grapevine,TX,76051,(817) 481-9464,A+,A+,C+,B+,A-,A,A-,A,A-,B-,A-,C+,A-
611,Buffalo Wild Wings,3900 Pavillion Ct,Mesquite,TX,75150,(972) 279-9464,A-,B,C,B-,A,B+,A+,B,A-,B,A-,A-,A-
612,Buffalo Wild Wings,2401 E Central Texas Expy,Killeen,TX,76543,(254) 690-1523,B+,B,C,B-,A,B+,A+,C+,B+,B+,B+,B,B+
613,Buffalo Wild Wings,1716 Highway 287 N,Mansfield,TX,76063,(817) 453-1748,A,A,C+,B+,A-,A,A,A,A-,B,A-,B+,B+
614,Buffalo Wild Wings,3320 E Hebron Pkwy Ste 100,Carrollton,TX,75010,(972) 695-2001,A+,A+,B,A-,A,A+,A+,A+,A-,B,A-,C+,B
615,Buffalo Wild Wings,4140 Lemmon Ave Ste 176,Dallas,TX,75219,(214) 520-7067,A+,B-,C,C+,A+,B,A+,A-,A-,B-,A,B+,A
616,Buffalo Wild Wings,25704 Highway 290,Cypress,TX,77429,(281) 373-2120,A+,A+,C-,A,A-,A+,A-,A+,B+,B,A,B+,A-
617,Buffalo Wild Wings,9415 Broadway St Ste 123,Pearland,TX,77584,(281) 854-2929,A+,A,B,A-,A-,A+,A+,A+,B+,B,A-,B+,B-
618,Buffalo Wild Wings,2001 S Padre Island Dr,Corpus Christi,TX,78416,(361) 814-9464,B-,C,C,B-,A-,C+,B-,B,A-,A-,B-,B-,A-
619,Buffalo Wild Wings,5520 W Grand Pkwy S,Richmond,TX,77406,(281) 232-7024,A+,A,B-,A,A-,A,A-,A+,B+,B,A-,C+,B+
620,Buffalo Wild Wings,4424 N 10th St,Mcallen,TX,78504,(956) 668-9677,A,B+,B-,B+,A,A-,B+,A-,B+,B+,A-,C,B+
621,Buffalo Wild Wings,2727 Mercantile Dr.,Rosenberg,TX,77471,(281) 342-9464,A-,B,B-,B-,A-,B+,A,A-,B+,B+,A,B+,A-
622,Buffalo Wild Wings,10497 Gateway Blvd W,El Paso,TX,79925,(915) 594-9464,A-,B+,B-,B,A,B+,B+,B,A,B+,A,C+,A-
623,Buffalo Wild Wings,3651 Weslayan St,Houston,TX,77027,(713) 581-7955,A+,B+,C-,C,A+,B+,A-,A-,B+,C,A,A-,A-
624,Buffalo Wild Wings,18410 Us Highway 281 N,San Antonio,TX,78259,(210) 545-9464,A+,A+,C,A-,A-,A+,A,A,B+,B,A-,C+,B-
625,Buffalo Wild Wings,1500 W Harrison Ave,Harlingen,TX,78550,(956) 425-2525,B,C,B-,B-,A,C+,B,B-,A-,A-,A,C-,A-
626,Buffalo Wild Wings,5875 Fairmont Pkwy,Pasadena,TX,77505,(281) 487-0400,A,A-,C-,B+,A,B+,A,A,B+,B+,A-,B-,A-
627,Buffalo Wild Wings,763 Nalles Mill Rd,Culpeper,VA,22701,(540) 827-1180,B,B,B-,C+,B,B,A-,B-,B,B,A-,B-,B
628,Buffalo Wild Wings,4335 Starkey Rd,Roanoke,VA,24018,(540) 725-9464,A+,A,B,A-,B,A+,B,A-,B+,B,A-,A-,B+
629,Buffalo Wild Wings,1156 Temple Ave,Colonial Heights,VA,23834,(804) 526-9464,A-,B,NG,B-,B+,A-,A-,B+,A-,B,A,B+,B+
630,Buffalo Wild Wings,1090 Virginia Center Pkwy,Glen Allen,VA,23059,(804) 553-9998,A,B+,B,B+,B-,A+,A-,A,B+,B-,A,A,B
631,Buffalo Wild Wings,1638 Carl D Silver Pkwy,Fredericksburg,VA,22401,(540) 548-8048,A,B+,NG,C-,A,A,A,C,B,C+,A,A,A
632,Buffalo Wild Wings,4300 Pouncey Tract Rd,Glen Allen,VA,23060,(804) 360-8888,A+,B+,NG,B+,B,A+,A,A-,B+,B,A,A-,A-
633,Buffalo Wild Wings,1308 Greenbrier Pkwy,Chesapeake,VA,23320,(757) 263-4090,A,B+,NG,B-,B+,A,A,B-,B+,B-,A,A,A-
634,Buffalo Wild Wings,216 Carmichael Way,Chesapeake,VA,23322,(757) 432-1326,A-,A,NG,B,B,A,B+,B,B+,C+,A-,B,A-
635,Buffalo Wild Wings,12056 Southshore Pointe Rd,Midlothian,VA,23112,(804) 739-9266,A+,A,NG,A-,A-,A+,B+,A,B+,B,A,A-,A-
636,Buffalo Wild Wings,1501 E Cary St,Richmond,VA,23219,(804) 648-8900,A-,C-,NG,C-,A,B-,A,C-,B+,C+,B,A-,A
637,Buffalo Wild Wings,5 Weems Ln,Winchester,VA,22601,(540) 723-6900,A,B,NG,C+,A,A-,A,B-,B,B-,A,A-,A
638,Buffalo Wild Wings,1403 S Main St,Farmville,VA,23901,(434) 315-5522,A-,C,B+,C+,A,B,A-,C+,B+,B+,A-,A-,A-
639,Buffalo Wild Wings,21980 Colorado Dr,Sterling,VA,20166,(703) 444-3048,A+,A+,B+,B+,A,A+,A+,A-,B,C+,A,A-,B
640,Buffalo Wild Wings,4918 Courthouse St,Williamsburg,VA,23188,(757) 229-6099,A+,A,NG,B,B,A+,A-,A-,A-,B-,A,A,A-
641,Buffalo Wild Wings,4802 Valley View Blvd NW,Roanoke,VA,24012,(540) 366-9464,A-,B,NG,B-,A,A-,A-,B-,B+,B+,B,A-,B
642,Buffalo Wild Wings,7230 Bell Creek Rd,Mechanicsville,VA,23111,(804) 746-5025,A-,B+,B,B+,B-,A-,B,A-,B+,B,A,A-,B-
643,Buffalo Wild Wings,12150 Jefferson Ave,Newport News,VA,23602,(757) 249-3999,A,B,NG,B-,A,A,A,B-,B+,B,B+,A-,A-
644,Buffalo Wild Wings,7801 W Broad St Ste 10,Henrico,VA,23294,(804) 672-8733,A+,B-,NG,B-,A+,A,A,B,B+,B,A,A-,A-
645,Buffalo Wild Wings,437 Tiffany Dr Ste A,Waynesboro,VA,22980,(540) 943-9464,B+,B-,NG,B,B,B,B,B,B+,B+,A-,B-,A-
646,Buffalo Wild Wings,2133 Upton Dr Ste 100,Virginia Beach,VA,23454,(757) 430-1086,A,A,NG,B-,B+,A+,A-,B-,B+,C+,A,A,A-
647,Buffalo Wild Wings,1050 Stafford Market Pl,Stafford,VA,22556,(540) 288-0580,A-,A,NG,B,B,A,A,B+,B,B-,B+,B-,B
648,Buffalo Wild Wings,14466 Potomac Mills Rd,Woodbridge,VA,22192,(703) 492-9464,A+,A-,A,B+,A-,A+,A+,A,B,C+,A,A,A-
649,Buffalo Wild Wings,2450 Crystal Dr Suite R-015,Arlington,VA,22202,(703) 413-0160,A+,A,NG,C,A+,A+,A-,B+,B,C,A+,A,A
650,Buffalo Wild Wings,211 Prices Fork Rd,Blacksburg,VA,24060,(540) 552-9464,A+,A,A-,C+,A,A+,B+,B-,B,C+,A,A,A
651,Buffalo Wild Wings,10107 Tiny Point Dr,Fredericksburg,VA,22407,(540) 891-0870,A-,B+,NG,B,A-,A-,A,A-,B,B-,B,B,A-
652,Buffalo Wild Wings,10063 Market Cir,Manassas,VA,20110,(703) 335-2672,A-,B-,NG,C+,B+,A-,A+,B-,B,C+,A,A-,A-
653,Buffalo Wild Wings,950 N Glebe Rd,Arlington,VA,22203,(703) 243-7525,A+,A+,NG,C+,A,A+,A,B,B,C,A+,A,A
654,Buffalo Wild Wings,524 Fort Evans Rd,Leesburg,VA,20176,(703) 779-4646,A+,A,B+,B,A-,A+,A,A,B,C+,A,A,A-
655,Buffalo Wild Wings,356 Laskin Rd,Virginia Beach,VA,23451,(757) 321-7337,A,A,NG,C,A,A+,A-,B-,B+,C,A,A,A-
656,Buffalo Wild Wings,4201 Kilgore Ave,Hampton,VA,23666,(757) 826-4809,B+,C+,NG,C+,A,B,A,C,B+,B,A-,B,A-
657,Buffalo Wild Wings,1778 Ala Moana Blvd Ste 214,Honolulu,HI,96815,(808) 983-3933,A-,B-,NG,C-,A+,B-,NG,C+,A+,C-,A,A,A
658,Buffalo Wild Wings,1000 Kamehameha Hwy Ste 227,Pearl City,HI,96782,(808) 260-9464,B,B-,NG,D+,A,C+,NG,C+,A+,C-,A,A-,A
659,Buffalo Wild Wings,91-1061 Keaunui Dr,Ewa Beach,HI,96706,(808) 685-0494,B-,C+,NG,C-,B,B-,NG,C+,A+,C-,A,A,A-
660,Buffalo Wild Wings,46-056 Kamehameha Hwy,Kaneohe,HI,96744,(808) 236-0838,B+,C+,NG,D,A-,B-,NG,C+,A+,C-,A,A,A-
661,Buffalo Wild Wings,3050 Alpine Ave NW,Grand Rapids,MI,49544,(616) 784-9464,B+,B-,C+,B,B,B,B,B+,C-,A-,A,B,B
662,Buffalo Wild Wings,44375 W 12 Mile Rd Ste G-149,Novi,MI,48377,(248) 344-4019,A+,A-,B,B+,A,A,A,B+,C+,B,A-,A-,B-
663,Buffalo Wild Wings,29287 Mound Rd,Warren,MI,48092,(586) 573-9164,A-,B-,B-,B,A,B+,A-,B+,B-,B+,B,A-,A-
664,Buffalo Wild Wings,2121 Celebration Dr NE Ste 100,Grand Rapids,MI,49525,(616) 364-2999,A,A-,C+,A-,B,A,B,A-,C-,A-,A,A,A-
665,Buffalo Wild Wings,15745 15 Mile Rd,Clinton Township,MI,48035,(586) 293-9500,B+,B-,B-,B-,A-,B,A-,B-,C+,B+,A-,B+,A-
666,Buffalo Wild Wings,5648 Harvey St,Muskegon,MI,49444,(231) 799-2999,B+,B,C,B,A,B+,A,C,C-,A-,B+,A-,A-
667,Buffalo Wild Wings,1766 N Telegraph Rd,Monroe,MI,48162,(734) 240-2999,B,C,B+,B,A-,B,B-,B-,C+,A-,B,A-,A-
668,Buffalo Wild Wings,48 Market St,Mount Clemens,MI,48043,(586) 469-0725,B+,D+,B-,C+,A,B-,A-,B-,C+,A-,B+,B+,A
669,Buffalo Wild Wings,4355 24th Ave Ste 1,Fort Gratiot,MI,48059,(810) 385-2730,B,C,B-,B,B,B,B-,B,B-,A-,A-,B+,A-
670,Buffalo Wild Wings,8251 Trillium Circle Ave,Grand Blanc,MI,48439,(810) 603-1299,A,A-,C,A-,A-,A,B+,B+,C,A-,B+,B+,B+
671,Buffalo Wild Wings,37651 6 Mile Rd,Livonia,MI,48152,(734) 469-4400,A,A-,C-,B+,A,A-,B,B+,C+,B+,A-,A-,B+
672,Buffalo Wild Wings,1264 Perry Ave,Big Rapids,MI,49307,(231) 796-9464,A-,B-,B+,B,A,A-,B-,B-,C-,A-,B,A-,A
673,Buffalo Wild Wings,41980 Ford Rd,Canton,MI,48187,(734) 844-9464,A+,A+,C-,A-,A,A+,A-,B+,C+,B+,B+,A-,B+
674,Buffalo Wild Wings,3190 W Silver Lake Rd,Fenton,MI,48430,(810) 629-0099,A,B+,A-,B+,A-,A,B-,B+,C,B+,A-,B+,B+
675,Buffalo Wild Wings,22216 Michigan Ave,Dearborn,MI,48124,(313) 359-1800,A,B+,C-,B+,A-,A-,B-,B+,C+,B+,A-,A-,A-
676,Buffalo Wild Wings,44671 Mound Rd,Sterling Heights,MI,48314,(586) 997-2999,A,B+,B-,B+,A,A,B+,A-,C+,B+,A-,A-,B+
677,Buffalo Wild Wings,1234 Walton Blvd,Rochester,MI,48307,(248) 651-3999,A+,A+,B,A-,A,A+,B+,A-,C+,B,A,A-,B+
678,Buffalo Wild Wings,6728 Eastman Ave,Midland,MI,48642,(989) 633-9464,A,A,A-,A,B-,A+,B,B+,B-,A-,B,B+,A-
679,Buffalo Wild Wings,4050 Wilder Rd,Bay City,MI,48706,(989) 671-3377,B+,B-,B-,B+,A-,B-,B-,B,B,A-,A-,C+,A-
